"AUXRR216.Code.or.Value","AUXRR216.Value.Description","AUXRR216.Count","AUXRR216.Cumulative","AUXRR216.Skip.to.Item"
"-26 to 53","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
