"AUDTYR15.Code.or.Value","AUDTYR15.Value.Description","AUDTYR15.Count","AUDTYR15.Cumulative","AUDTYR15.Skip.to.Item"
"0 to 1.31","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
