"VTQ261A.Code.or.Value","VTQ261A.Value.Description","VTQ261A.Count","VTQ261A.Cumulative","VTQ261A.Skip.to.Item"
"1","Yes",136,136,""
"2","No",2956,3092,"VTQ265A"
"7","Refused",0,3092,"VTQ265A"
"9","Don't know",8,3100,"VTQ265A"
".","Missing",389,3489,""
