"RHQ200.Code.or.Value","RHQ200.Value.Description","RHQ200.Count","RHQ200.Cumulative","RHQ200.Skip.to.Item"
"1","Yes",23,23,NA
"2","No",77,100,NA
"7","Refused",0,100,NA
"9","Don't know",0,100,NA
".","Missing",3198,3298,NA
