"FSD111.Code.or.Value","FSD111.Value.Description","FSD111.Count","FSD111.Cumulative","FSD111.Skip.to.Item"
"1","Yes",131,131,NA
"2","No",906,1037,NA
"7","Refused",0,1037,NA
"9","Don't know",4,1041,NA
".","Missing",9108,10149,NA
