"ORXH58.Code.or.Value","ORXH58.Value.Description","ORXH58.Count","ORXH58.Cumulative","ORXH58.Skip.to.Item"
"1","Positive",6,6,NA
"2","Negative",4841,4847,NA
"3","Not evaluated",455,5302,NA
".","Missing",0,5302,NA
