"AUXRR143.Code.or.Value","AUXRR143.Value.Description","AUXRR143.Count","AUXRR143.Cumulative","AUXRR143.Skip.to.Item"
"-24 to 70","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
