"OHQ860.Code.or.Value","OHQ860.Value.Description","OHQ860.Count","OHQ860.Cumulative","OHQ860.Skip.to.Item"
"1","Yes",764,764,NA
"2","No",3934,4698,NA
"7","Refused",1,4699,NA
"9","Don't know",44,4743,NA
".","Missing",4832,9575,NA
