"SMQ830.Code.or.Value","SMQ830.Value.Description","SMQ830.Count","SMQ830.Cumulative","SMQ830.Skip.to.Item"
"1 to 5","Range of Values",8,8,NA
"7","Refused",0,8,NA
"9","Don't know",0,8,NA
".","Missing",6909,6917,NA
