"SXQ490.Code.or.Value","SXQ490.Value.Description","SXQ490.Count","SXQ490.Cumulative","SXQ490.Skip.to.Item"
"0 to 10","Range of Values",172,172,NA
"77777","Refused",0,172,NA
"99999","Don't know",0,172,NA
".","Missing",4624,4796,NA
