"AUDTYL80.Code.or.Value","AUDTYL80.Value.Description","AUDTYL80.Count","AUDTYL80.Cumulative","AUDTYL80.Skip.to.Item"
"0 to 1.09","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
