"AUXLR162.Code.or.Value","AUXLR162.Value.Description","AUXLR162.Count","AUXLR162.Cumulative","AUXLR162.Skip.to.Item"
"-16 to 56","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
