"TYXP180.Code.or.Value","TYXP180.Value.Description","TYXP180.Count","TYXP180.Cumulative","TYXP180.Skip.to.Item"
"-299 to 161","Range of Values",1084,1084,NA
".","Missing",4501,5585,NA
