"AUXLR154.Code.or.Value","AUXLR154.Value.Description","AUXLR154.Count","AUXLR154.Cumulative","AUXLR154.Skip.to.Item"
"-12 to 55","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
