"DR2_040Z.Code.or.Value","DR2_040Z.Value.Description","DR2_040Z.Count","DR2_040Z.Cumulative","DR2_040Z.Skip.to.Item"
"1","Yes",93041,93041,NA
"2","No",37889,130930,NA
"7","Refused",0,130930,NA
"9","Don't know",5,130935,NA
".","Missing",1216,132151,NA
