"AUQ220.Code.or.Value","AUQ220.Value.Description","AUQ220.Count","AUQ220.Cumulative","AUQ220.Skip.to.Item"
"1","Yes",211,211,NA
"2","No",221,432,NA
"7","Refused",0,432,NA
"9","Don't know",1,433,NA
".","Missing",10037,10470,NA
