"SXQ824.Code.or.Value","SXQ824.Value.Description","SXQ824.Count","SXQ824.Cumulative","SXQ824.Skip.to.Item"
"1 to 1000","Range of Values",1711,1711,NA
"2000","2000 or more",1,1712,NA
"77777","Refused",3,1715,NA
"99999","Don't know",9,1724,NA
".","Missing",3578,5302,NA
