"AUXRR147.Code.or.Value","AUXRR147.Value.Description","AUXRR147.Count","AUXRR147.Cumulative","AUXRR147.Skip.to.Item"
"-16 to 60","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
