"AUDTYL06.Code.or.Value","AUDTYL06.Value.Description","AUDTYL06.Count","AUDTYL06.Cumulative","AUDTYL06.Skip.to.Item"
"0 to 1.69","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
