"AUDTYL77.Code.or.Value","AUDTYL77.Value.Description","AUDTYL77.Count","AUDTYL77.Cumulative","AUDTYL77.Skip.to.Item"
"0 to 0.66","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
