"AUXRR184.Code.or.Value","AUXRR184.Value.Description","AUXRR184.Count","AUXRR184.Cumulative","AUXRR184.Skip.to.Item"
"-7 to 63","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
