"PAQ650.Code.or.Value","PAQ650.Value.Description","PAQ650.Count","PAQ650.Cumulative","PAQ650.Skip.to.Item"
"1","Yes",1909,1909,""
"2","No",4868,6777,"PAQ665"
"7","Refused",1,6778,"PAQ665"
"9","Don't know",1,6779,"PAQ665"
".","Missing",2328,9107,""
