"AUXLR109.Code.or.Value","AUXLR109.Value.Description","AUXLR109.Count","AUXLR109.Cumulative","AUXLR109.Skip.to.Item"
"-72 to 61","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
