"TYXA155.Code.or.Value","TYXA155.Value.Description","TYXA155.Count","TYXA155.Cumulative","TYXA155.Skip.to.Item"
"0.197 to 6.665","Range of Values",5782,5782,NA
".","Missing",2687,8469,NA
