"AUXRR246.Code.or.Value","AUXRR246.Value.Description","AUXRR246.Count","AUXRR246.Cumulative","AUXRR246.Skip.to.Item"
"-20 to 51","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
