"WBXA047.Code.or.Value","WBXA047.Value.Description","WBXA047.Count","WBXA047.Cumulative","WBXA047.Skip.to.Item"
"-1.8975 to 0.9997","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
