"ORXH61.Code.or.Value","ORXH61.Value.Description","ORXH61.Count","ORXH61.Cumulative","ORXH61.Skip.to.Item"
"1","Positive",22,22,NA
"2","Negative",4825,4847,NA
"3","Not evaluated",455,5302,NA
".","Missing",0,5302,NA
