"PAQ665.Code.or.Value","PAQ665.Value.Description","PAQ665.Count","PAQ665.Cumulative","PAQ665.Skip.to.Item"
"1","Yes",2977,2977,""
"2","No",4521,7498,"PAD680"
"7","Refused",0,7498,"PAD680"
"9","Don't know",2,7500,"PAD680"
".","Missing",2271,9771,""
