"CBQ502.Code.or.Value","CBQ502.Value.Description","CBQ502.Count","CBQ502.Cumulative","CBQ502.Skip.to.Item"
"1","Yes",2054,2054,"CBQ505"
"2","No",396,2450,""
"7","Refused",0,2450,""
"9","Don't know",0,2450,""
".","Missing",495,2945,""
