"AUQ231.Code.or.Value","AUQ231.Value.Description","AUQ231.Count","AUQ231.Cumulative","AUQ231.Skip.to.Item"
"1","Yes",314,314,NA
"2","No",923,1237,NA
"7","Refused",0,1237,NA
"9","Don't know",1,1238,NA
".","Missing",8428,9666,NA
