"AUDTYR21.Code.or.Value","AUDTYR21.Value.Description","AUDTYR21.Count","AUDTYR21.Cumulative","AUDTYR21.Skip.to.Item"
"0 to 2.03","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
