"AUXLR260.Code.or.Value","AUXLR260.Value.Description","AUXLR260.Count","AUXLR260.Cumulative","AUXLR260.Skip.to.Item"
"-31 to 50","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
