"AUXRR122.Code.or.Value","AUXRR122.Value.Description","AUXRR122.Count","AUXRR122.Cumulative","AUXRR122.Skip.to.Item"
"-73 to 57","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
