"AUXRR126.Code.or.Value","AUXRR126.Value.Description","AUXRR126.Count","AUXRR126.Cumulative","AUXRR126.Skip.to.Item"
"-78 to 78","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
