"AUXLR108.Code.or.Value","AUXLR108.Value.Description","AUXLR108.Count","AUXLR108.Cumulative","AUXLR108.Skip.to.Item"
"-49 to 66","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
