"LBD209LC.Code.or.Value","LBD209LC.Value.Description","LBD209LC.Count","LBD209LC.Cumulative","LBD209LC.Skip.to.Item"
"0","At or above the detection limit",1718,1718,NA
"1","Below lower detection limit",136,1854,NA
".","Missing",431,2285,NA
