"SMQ866.Code.or.Value","SMQ866.Value.Description","SMQ866.Count","SMQ866.Cumulative","SMQ866.Skip.to.Item"
"1","Yes",680,680,""
"2","No",5433,6113,"SMQ870"
"7","Refused",0,6113,"SMQ870"
"9","Don't know",0,6113,"SMQ870"
".","Missing",4062,10175,""
