"RHQ197.Code.or.Value","RHQ197.Value.Description","RHQ197.Count","RHQ197.Cumulative","RHQ197.Skip.to.Item"
"1 to 24","Range of Values",132,132,NA
"777","Refused",0,132,NA
"999","Don't know",0,132,NA
".","Missing",3352,3484,NA
