"TYXA121.Code.or.Value","TYXA121.Value.Description","TYXA121.Count","TYXA121.Cumulative","TYXA121.Skip.to.Item"
"0.09 to 6.661","Range of Values",8291,8291,NA
".","Missing",178,8469,NA
