"LBD146LC.Code.or.Value","LBD146LC.Value.Description","LBD146LC.Count","LBD146LC.Cumulative","LBD146LC.Skip.to.Item"
"0","At or above the detection limit",240,240,NA
"1","Below lower detection limit",7,247,NA
".","Missing",0,247,NA
