"AUDTYR58.Code.or.Value","AUDTYR58.Value.Description","AUDTYR58.Count","AUDTYR58.Cumulative","AUDTYR58.Skip.to.Item"
"0 to 1.66","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
