"AUXRR121.Code.or.Value","AUXRR121.Value.Description","AUXRR121.Count","AUXRR121.Cumulative","AUXRR121.Skip.to.Item"
"-43 to 105","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
