"AUDTYL62.Code.or.Value","AUDTYL62.Value.Description","AUDTYL62.Count","AUDTYL62.Cumulative","AUDTYL62.Skip.to.Item"
"0 to 1.5","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
