"AUXRR265.Code.or.Value","AUXRR265.Value.Description","AUXRR265.Count","AUXRR265.Cumulative","AUXRR265.Skip.to.Item"
"-15 to 133","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
