"DUQ240.Code.or.Value","DUQ240.Value.Description","DUQ240.Count","DUQ240.Cumulative","DUQ240.Skip.to.Item"
"1","Yes",774,774,""
"2","No",3764,4538,"DUQ370"
"7","Refused",8,4546,"DUQ370"
"9","Don't know",14,4560,"DUQ370"
".","Missing",742,5302,""
