"AUDTYL43.Code.or.Value","AUDTYL43.Value.Description","AUDTYL43.Count","AUDTYL43.Cumulative","AUDTYL43.Skip.to.Item"
"0 to 3.69","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
