"AUXRR241.Code.or.Value","AUXRR241.Value.Description","AUXRR241.Count","AUXRR241.Cumulative","AUXRR241.Skip.to.Item"
"-21 to 61","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
