"DBD910.Code.or.Value","DBD910.Value.Description","DBD910.Count","DBD910.Cumulative","DBD910.Skip.to.Item"
"1 to 180","Range of Values",3900,3900,NA
"0","Never",5672,9572,NA
"7777","Refused",1,9573,NA
"9999","Don't know",4,9577,NA
".","Missing",572,10149,NA
