"AUXRR141.Code.or.Value","AUXRR141.Value.Description","AUXRR141.Count","AUXRR141.Cumulative","AUXRR141.Skip.to.Item"
"-12 to 52","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
