"AUDTYR64.Code.or.Value","AUDTYR64.Value.Description","AUDTYR64.Count","AUDTYR64.Cumulative","AUDTYR64.Skip.to.Item"
"0 to 1","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
