"SXQ803.Code.or.Value","SXQ803.Value.Description","SXQ803.Count","SXQ803.Cumulative","SXQ803.Skip.to.Item"
"1","Yes",1777,1777,NA
"2","No",491,2268,NA
"7","Refused",8,2276,NA
"9","Don't know",5,2281,NA
".","Missing",3021,5302,NA
