"LBD099LC.Code.or.Value","LBD099LC.Value.Description","LBD099LC.Count","LBD099LC.Cumulative","LBD099LC.Skip.to.Item"
"0","At or above the detection limit",245,245,NA
"1","Below lower detection limit",2,247,NA
".","Missing",0,247,NA
