"OHQ142.Code.or.Value","OHQ142.Value.Description","OHQ142.Count","OHQ142.Cumulative","OHQ142.Skip.to.Item"
"1","Yes",41,41,NA
"2","No",6148,6189,NA
"7","Refused",0,6189,NA
"9","Don't know",10,6199,NA
".","Missing",3399,9598,NA
