"AUXLR180.Code.or.Value","AUXLR180.Value.Description","AUXLR180.Count","AUXLR180.Cumulative","AUXLR180.Skip.to.Item"
"-19 to 43","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
