"SXQ265.Code.or.Value","SXQ265.Value.Description","SXQ265.Count","SXQ265.Cumulative","SXQ265.Skip.to.Item"
"1","Yes",127,127,""
"2","No",3349,3476,"SXQ270"
"7","Refused",4,3480,"SXQ270"
"9","Don't know",0,3480,"SXQ270"
".","Missing",1577,5057,""
