"AUXLR101.Code.or.Value","AUXLR101.Value.Description","AUXLR101.Count","AUXLR101.Cumulative","AUXLR101.Skip.to.Item"
"-56 to 83","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
