"RHQ556.Code.or.Value","RHQ556.Value.Description","RHQ556.Count","RHQ556.Cumulative","RHQ556.Skip.to.Item"
"16 to 79","Range of Values",351,351,NA
"777","Refused",0,351,NA
"999","Don't know",9,360,NA
".","Missing",3157,3517,NA
