"AUXLR213.Code.or.Value","AUXLR213.Value.Description","AUXLR213.Count","AUXLR213.Cumulative","AUXLR213.Skip.to.Item"
"-39 to 71","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
