"RFXC050.Code.or.Value","RFXC050.Value.Description","RFXC050.Count","RFXC050.Cumulative","RFXC050.Skip.to.Item"
"-8.174 to 5.269","Range of Values",33703,33703,NA
".","Missing",18,33721,NA
