"LBD189LC.Code.or.Value","LBD189LC.Value.Description","LBD189LC.Count","LBD189LC.Cumulative","LBD189LC.Skip.to.Item"
"0","At or above the detection limit",101,101,NA
"1","Below lower detection limit",146,247,NA
".","Missing",0,247,NA
