"FSD855.Code.or.Value","FSD855.Value.Description","FSD855.Count","FSD855.Cumulative","FSD855.Skip.to.Item"
"1","Yes",62,62,""
"2","No",9509,9571,"FSQBOX5"
"7","Refused",17,9588,"FSQBOX5"
"9","Don't know",61,9649,"FSQBOX5"
".","Missing",322,9971,""
