"AUXLR166.Code.or.Value","AUXLR166.Value.Description","AUXLR166.Count","AUXLR166.Cumulative","AUXLR166.Skip.to.Item"
"-18 to 52","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
