"DUQ260.Code.or.Value","DUQ260.Value.Description","DUQ260.Count","DUQ260.Cumulative","DUQ260.Skip.to.Item"
"12 to 47","Range of Values",574,574,NA
"777","Refused",0,574,NA
"999","Don't know",0,574,NA
".","Missing",4483,5057,NA
