"DBQ421.Code.or.Value","DBQ421.Value.Description","DBQ421.Count","DBQ421.Cumulative","DBQ421.Skip.to.Item"
"1","Free",846,846,NA
"2","Reduced price",97,943,NA
"3","Full price",205,1148,NA
"7","Refused",0,1148,NA
"9","Don't know",4,1152,NA
".","Missing",9196,10348,NA
